"function_name","source_title","source_url","applies_to_raw","source_capture_utc","evidence_type","probe_status","note"
"CUBERANKEDMEMBER","CUBERANKEDMEMBER function - Microsoft Support","https://support.microsoft.com/en-us/office/cuberankedmember-function-07efecde-e669-4075-b4bf-6b40df2dc4b3","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel for Microsoft 365","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel for Microsoft 365 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel for the web","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel 2024","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel 2024 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel 2021","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel 2021 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel 2019","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel 2016","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel for iPad","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel Web App","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel for iPhone","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel for Android tablets","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESET","CUBESET function - Microsoft Support","https://support.microsoft.com/en-us/office/cubeset-function-5b2146bd-62d6-4d04-9d8f-670e993ee1d9","Excel for Android phones","2026-02-28T11:45:00Z","source_only","pending",""
"CUBESETCOUNT","CUBESETCOUNT function - Microsoft Support","https://support.microsoft.com/en-us/office/cubesetcount-function-c4c2a438-c1ff-4061-80fe-982f2d705286","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel for Microsoft 365","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel for Microsoft 365 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel for the web","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel 2024","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel 2024 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel 2021","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel 2021 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel 2019","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel 2016","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel for iPad","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel Web App","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel for iPhone","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel for Android tablets","2026-02-28T11:45:00Z","source_only","pending",""
"CUBEVALUE","CUBEVALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/cubevalue-function-8733da24-26d1-4e34-9b3a-84a8f00dcbe0","Excel for Android phones","2026-02-28T11:45:00Z","source_only","pending",""
"DOLLAR","DOLLAR function - Microsoft Support","https://support.microsoft.com/en-us/office/dollar-function-a6cd05d9-9740-4ad3-a469-8109d18ff611","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"DROP","DROP function - Microsoft Support","https://support.microsoft.com/en-us/office/drop-function-1cb4e151-9e17-4838-abe5-9ba48d8c6a34","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"ENCODEURL","ENCODEURL function - Microsoft Support","https://support.microsoft.com/en-us/office/encodeurl-function-07c7fb90-7c60-4bff-8687-fac50fe33d0e","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"EXPAND","EXPAND function - Microsoft Support","https://support.microsoft.com/en-us/office/expand-function-7433fba5-4ad1-41da-a904-d5d95808bc38","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"FILTER","FILTER function - Microsoft Support","https://support.microsoft.com/en-us/office/filter-function-f4f7cb66-82eb-4767-8f7c-4877ad80c759","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"FILTERXML","FILTERXML function - Microsoft Support","https://support.microsoft.com/en-us/office/filterxml-function-4df72efc-11ec-4951-86f5-c1374812f5b7","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"FIXED","FIXED function - Microsoft Support","https://support.microsoft.com/en-us/office/fixed-function-ffd5723c-324c-45e9-8b96-e41be2a8274a","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"FORMULATEXT","FORMULATEXT function - Microsoft Support","https://support.microsoft.com/en-us/office/formulatext-function-0a786771-54fd-4ae2-96ee-09cda35439c8","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"GROUPBY","GROUPBY function - Microsoft Support","https://support.microsoft.com/en-us/office/groupby-function-5e08ae8c-6800-4b72-b623-c41773611505","Excel for Microsoft 365","2026-02-28T11:45:00Z","source_only","pending",""
"GROUPBY","GROUPBY function - Microsoft Support","https://support.microsoft.com/en-us/office/groupby-function-5e08ae8c-6800-4b72-b623-c41773611505","Microsoft Office","2026-02-28T11:45:00Z","source_only","pending",""
"GROUPBY","GROUPBY function - Microsoft Support","https://support.microsoft.com/en-us/office/groupby-function-5e08ae8c-6800-4b72-b623-c41773611505","Microsoft365.com","2026-02-28T11:45:00Z","source_only","pending",""
"HSTACK","HSTACK function - Microsoft Support","https://support.microsoft.com/en-us/office/hstack-function-98c4ab76-10fe-4b4f-8d5f-af1c125fe8c2","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"INDEX","INDEX function - Microsoft Support","https://support.microsoft.com/en-us/office/index-function-a5dcf0dd-996d-40a4-a822-b56b061328bd","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"INDIRECT","INDIRECT function - Microsoft Support","https://support.microsoft.com/en-us/office/indirect-function-474b3a3a-8a26-4f44-b491-92b6306fa261","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"INFO","INFO function - Microsoft Support","https://support.microsoft.com/en-us/office/info-function-725f259a-0e4b-49b3-8b52-58815c69acae","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"ISOMITTED","ISOMITTED function - Microsoft Support","https://support.microsoft.com/en-us/office/isomitted-function-831d6fbc-0f07-40c4-9c5b-9c73fd1d60c1","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"LAMBDA","LAMBDA function - Microsoft Support","https://support.microsoft.com/en-us/office/lambda-function-bd212d27-1cd1-4321-a34a-ccbf254b8b67","Excel for Microsoft 365","2026-02-28T11:45:00Z","source_only","pending",""
"LAMBDA","LAMBDA function - Microsoft Support","https://support.microsoft.com/en-us/office/lambda-function-bd212d27-1cd1-4321-a34a-ccbf254b8b67","Excel for Microsoft 365 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"LAMBDA","LAMBDA function - Microsoft Support","https://support.microsoft.com/en-us/office/lambda-function-bd212d27-1cd1-4321-a34a-ccbf254b8b67","Excel for the web","2026-02-28T11:45:00Z","source_only","pending",""
"LAMBDA","LAMBDA function - Microsoft Support","https://support.microsoft.com/en-us/office/lambda-function-bd212d27-1cd1-4321-a34a-ccbf254b8b67","Excel 2024","2026-02-28T11:45:00Z","source_only","pending",""
"LAMBDA","LAMBDA function - Microsoft Support","https://support.microsoft.com/en-us/office/lambda-function-bd212d27-1cd1-4321-a34a-ccbf254b8b67","Excel 2024 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"LET","LET function - Microsoft Support","https://support.microsoft.com/en-us/office/let-function-34842dd8-b92b-4d3f-b325-b8b8f9908999","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"MAKEARRAY","MAKEARRAY function - Microsoft Support","https://support.microsoft.com/en-us/office/makearray-function-b80da5ad-b338-4149-a523-5b221da09097","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"MAP","MAP function - Microsoft Support","https://support.microsoft.com/en-us/office/map-function-48006093-f97c-47c1-bfcc-749263bb1f01","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"N","N function - Microsoft Support","https://support.microsoft.com/en-us/office/n-function-a624cad1-3635-4208-b54a-29733d1278c9","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"NOW","NOW function - Microsoft Support","https://support.microsoft.com/en-us/office/now-function-3337fd29-145a-4347-b2e6-20c904739c46","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"OFFSET","OFFSET function - Microsoft Support","https://support.microsoft.com/en-us/office/offset-function-c8de19ae-dd79-4b9b-a14e-b4d906d11b66","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"PIVOTBY","PIVOTBY function - Microsoft Support","https://support.microsoft.com/en-us/office/pivotby-function-de86516a-90ad-4ced-8522-3a25fac389cf","Excel for Microsoft 365","2026-02-28T11:45:00Z","source_only","pending",""
"PIVOTBY","PIVOTBY function - Microsoft Support","https://support.microsoft.com/en-us/office/pivotby-function-de86516a-90ad-4ced-8522-3a25fac389cf","Excel for Microsoft 365 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"PIVOTBY","PIVOTBY function - Microsoft Support","https://support.microsoft.com/en-us/office/pivotby-function-de86516a-90ad-4ced-8522-3a25fac389cf","Excel 2024","2026-02-28T11:45:00Z","source_only","pending",""
"PIVOTBY","PIVOTBY function - Microsoft Support","https://support.microsoft.com/en-us/office/pivotby-function-de86516a-90ad-4ced-8522-3a25fac389cf","Excel 2024 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"PIVOTBY","PIVOTBY function - Microsoft Support","https://support.microsoft.com/en-us/office/pivotby-function-de86516a-90ad-4ced-8522-3a25fac389cf","Excel 2021","2026-02-28T11:45:00Z","source_only","pending",""
"PIVOTBY","PIVOTBY function - Microsoft Support","https://support.microsoft.com/en-us/office/pivotby-function-de86516a-90ad-4ced-8522-3a25fac389cf","Excel 2021 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"RAND","RAND function - Microsoft Support","https://support.microsoft.com/en-us/office/rand-function-4cbfa695-8869-4788-8d90-021ea9f5be73","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"RANDARRAY","RANDARRAY function - Microsoft Support","https://support.microsoft.com/en-us/office/randarray-function-21261e55-3bec-4885-86a6-8b0a47fd4d33","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"RANDBETWEEN","RANDBETWEEN function - Microsoft Support","https://support.microsoft.com/en-us/office/randbetween-function-4cc7f0d1-87dc-4eb7-987f-a469ab381685","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"REDUCE","REDUCE function - Microsoft Support","https://support.microsoft.com/en-us/office/reduce-function-42e39910-b345-45f3-84b8-0642b568b7cb","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"ROW","ROW function - Microsoft Support","https://support.microsoft.com/en-us/office/row-function-3a63b74a-c4d0-4093-b49a-e76eb49a6d8d","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"ROWS","ROWS function - Microsoft Support","https://support.microsoft.com/en-us/office/rows-function-b592593e-3fc2-47f2-bec1-bda493811597","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel for Microsoft 365","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel for Microsoft 365 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel for the web","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel 2024","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel 2024 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel 2021","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel 2021 for Mac","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel 2019","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Excel 2016","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Microsoft Office","2026-02-28T11:45:00Z","source_only","pending",""
"RTD","RTD function - Microsoft Support","https://support.microsoft.com/en-us/office/rtd-function-e0cc001a-56f0-470a-9b19-9455dc0eb593","Microsoft365.com","2026-02-28T11:45:00Z","source_only","pending",""
"SCAN","SCAN function - Microsoft Support","https://support.microsoft.com/en-us/office/scan-function-d58dfd11-9969-4439-b2dc-e7062724de29","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"SEQUENCE","SEQUENCE function - Microsoft Support","https://support.microsoft.com/en-us/office/sequence-function-57467a98-57e0-4817-9f14-2eb78519ca90","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"SHEET","SHEET function - Microsoft Support","https://support.microsoft.com/en-us/office/sheet-function-44718b6f-8b87-47a1-a9d6-b701c06cff24","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"SHEETS","SHEETS function - Microsoft Support","https://support.microsoft.com/en-us/office/sheets-function-770515eb-e1e8-45ce-8066-b557e5e4b80b","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"SORT","SORT function - Microsoft Support","https://support.microsoft.com/en-us/office/sort-function-22f63bd0-ccc8-492f-953d-c20e8e44b86c","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"SORTBY","SORTBY function - Microsoft Support","https://support.microsoft.com/en-us/office/sortby-function-cd2d7a62-1b93-435c-b561-d6a35134f28f","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"STOCKHISTORY","STOCKHISTORY function - Microsoft Support","https://support.microsoft.com/en-us/office/stockhistory-function-1ac8b5b3-5f62-4d94-8ab8-7504ec7239a8","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"SUMIF","SUMIF function - Microsoft Support","https://support.microsoft.com/en-us/office/sumif-function-169b8c99-c05c-4483-a712-1697a653039b","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"T","T function - Microsoft Support","https://support.microsoft.com/en-us/office/t-function-fb83aeec-45e7-4924-af95-53e073541228","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TAKE","TAKE function - Microsoft Support","https://support.microsoft.com/en-us/office/take-function-25382ff1-5da1-4f78-ab43-f33bd2e4e003","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TEXT","TEXT function - Microsoft Support","https://support.microsoft.com/en-us/office/text-function-20d5ac4d-7b94-49fd-bb38-93d29371225c","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TOCOL","TOCOL function - Microsoft Support","https://support.microsoft.com/en-us/office/tocol-function-22839d9b-0b55-4fc1-b4e6-2761f8f122ed","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TODAY","TODAY function - Microsoft Support","https://support.microsoft.com/en-us/office/today-function-5eb3078d-a82c-4736-8930-2f51a028fdd9","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TOROW","TOROW function - Microsoft Support","https://support.microsoft.com/en-us/office/torow-function-b90d0964-a7d9-44b7-816b-ffa5c2fe2289","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TRANSPOSE","TRANSPOSE function - Microsoft Support","https://support.microsoft.com/en-us/office/transpose-function-ed039415-ed8a-4a81-93e9-4b6dfac76027","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TRIMRANGE","TRIMRANGE function - Microsoft Support","https://support.microsoft.com/en-us/office/trimrange-function-d7812248-3bc5-4c6b-901c-1afa9564f999","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"TYPE","TYPE function - Microsoft Support","https://support.microsoft.com/en-us/office/type-function-45b4e688-4bc3-48b3-a105-ffa892995899","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"UNIQUE","UNIQUE function - Microsoft Support","https://support.microsoft.com/en-us/office/unique-function-c5ab87fd-30a3-4ce9-9d1a-40204fb85e1e","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
"VALUE","VALUE function - Microsoft Support","https://support.microsoft.com/en-us/office/value-function-257d0108-07dc-437d-ae1c-bc2d3953d8c2","__PENDING_CAPTURE__","2026-02-28T18:23:51Z","source_only","pending","No applies-to extraction yet for this function; queued for ECS-EB-037 crawl."
