"path","sha256"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/dag-research-synthesis__05_deep_research_synthesis.md","28569A907FD63F4193FAB0ECC772DDDB14958F255B44D53BECD1754D9EE3FF19"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/dag-research-synthesis__10_conformance_and_proof_obligations.md","D76732D035286E9BA05C38202126AB94328059B26E63412C35B264AD8335C3FF"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/dag-research-synthesis__11_empirical_pack_definitions.md","8703026384A6C397B1C4EDA214A25BA0A187A8F33F6EDE0F92BC7F9F2080555E"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/dnavisicalc-spec__ENGINE_API.md","9E7CB07C088897AC7C52C2D8F3BF34BFAAD4A449DB7DA0B26B8A98C636FC498D"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/dnavisicalc-spec__ENGINE_REQUIREMENTS.md","3FD1325AE66DBB5F5D228D13E47C3592E2BDF441091897A91B036FF3FE9D715C"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/dnavisicalc-spec__SPEC_v0.md","9E7E5EB9FE44E9A5F35C37F61F80CFD2C7650DD4A729F283D02FC706B5A5EE7D"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/fec-f3e-current-spec__CURRENT_SPEC_SET.md","A8BAF642DF2CBD4782AEBE79910B46900629651FFE82532395D123122178881A"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/fec-f3e-current-spec__ENGINE_FEC_F3E_FOUNDATION_UPDATED_SPEC_POINTERS_PROMPT.md","95FD3F3292DE94B8586AD05D1553F6E00885D23861D08ACD669DD4B022FC7B8E"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/fec-f3e-current-spec__ENGINE_FEC_F3E_REDESIGN_OBSERVATIONS.md","A9F6DF0B446834C45FAB18C171E51D3EFC66C51389F87E92BEB1254BA6A2BFF2"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/fec-f3e-current-spec__ENGINE_FEC_F3E_REDESIGN_SPEC.md","3ADF80AFB382EC436CFA7367A7C30A36513421E91D1F9C322FD7860B117B3F7E"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/fec-f3e-evidence__EXAM_SUMMARY.md","FEA48C2AA9A201795A1552DF04DB4EAD756F0F0E8376AAAD0CA157B1464F8D26"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/fec-f3e-summary__implementation_and_runtime_evidence_compact.md","27B82176DE2B79D31C233371966D29E52CFD15068F55F4E6EB9B41C9D2164384"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/foundation-core__ARCHITECTURE_AND_REQUIREMENTS.md","52C35E153B9F9B2BF01D30637BD1482A70966D6B14092FD42F7F04308375F3AE"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/foundation-core__CHARTER.md","BD151B3F2EEAFC7B5870CC7DA7517B5660DE8000CE4967CC21B3AD4F8753F4D1"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/foundation-core__CORE_ENGINE_FORMAL_MODEL.md","7F2370AD60EDB29B65E508CB99A0BEE4DDBD8ACD51A46D1849846ACFCCC0108B"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/foundation-core__OPERATIONS.md","91C9B1D6BDEA6CAB4DF765BDB4406CE75B4D68F1024A2DE045F4349FA4A2401D"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/foundation-core__README.md","F14408C46CCAA1E9324F1100BC2F5ED997C6DBD11A4FDEE251A12BC678B7856C"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/inputs/source/synthesis-context__foundation_notes_and_design_draft_compact.md","92BBED75A5C6076D3DA0FA931ABE1DB80B6769133E0129CEEB2798F15B94BD05"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/responses/chatgpt_pro_response.md","0F8432C65376D257AE9BFA797125366AA88B3B599B243692B0A86124970F8623"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/responses/claude_opus_response.md","6E37D2C7CEE65A5436F245CEE2532F8E144CBBEE777C5A294FDF0C2EF93479FE"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/responses/deep_research_core_engine_fec_f3e_design.md","A69C4D5D1FFB181F109CFE94ECC2D622282D8F68ECF1D74FC37A817E03C6F101"
"prompts/runs/20260308-171858-core-engine-fec-f3e-deep-research-pack-01/responses/foundation_program_catalog_and_project_charters_cleaned.md","4B75229DFAE26668D7D77688966567AC95E7A4B9FA1C90B496F0AD6158006F14"
"prompts/runs/20260308-182605-core-engine-fec-f3e-dual-model-review-pass-01/responses/claude/03_review2_final.md","049B70023BD799296C5D70B80B13DEAB3CC83B1F87D1E8B5B42C26F33EA0EDEB"
"prompts/runs/20260308-182605-core-engine-fec-f3e-dual-model-review-pass-01/responses/gpt54/03_review2_final.md","01092625CC449BC02F16C0C8012C4A1AD4B4CF7CD04FC926D4E42451ECB389DC"
"prompts/runs/20260308-184205-core-engine-fec-f3e-dual-model-review-pass-02/responses/claude/03_review2_final.md","4B19FB465E93D9B5930663B2F8C9AEF49E20C063DFF983CC4B87896A3C6EEDA0"
"prompts/runs/20260308-184205-core-engine-fec-f3e-dual-model-review-pass-02/responses/gpt54/03_review2_final.md","F5800EE0708F2434827713270EE817E70ECCF37F705C06D71613583F8B1C2251"
"research/runs/20260305-201430-dag-computation-theory-deep-research-pass-01/outputs/07_claude_research_report.md","61F68D0D82C4D8E528F58BBD384EFD65D8B2464F1A05689FF06AB99E47999EFB"
"research/runs/20260305-201430-dag-computation-theory-deep-research-pass-01/outputs/08_chatgpt_research_report.md","BAAD54919C299FC0FC9584EB08A702D73298DD5420B8A32F055481607B12BF7C"
"research/runs/20260305-201430-dag-computation-theory-deep-research-pass-01/outputs/09_external_report_reconciliation.md","76CAE370D058C5065989322D5AC533D89DB2998777817825D8CBCCAB6155BD84"
"reference/conformance/excel-worksheet-engine/model/EXCEL_FORMULA_EVALUATION_CONTEXT_FEC.md","0268506A6E01D75CBC2CF6FF6C3BCBF934A71EA2007071B7C48A97FC9AE6CE21"
"reference/conformance/excel-worksheet-engine/model/FEC_F3E_INTERFACE_DRAFT_SPEC.md","4CDE9F7DEBBE6699CE75693CE9B32FD283644C27353DBEE308652178B173227C"
"reference/conformance/excel-worksheet-engine/model/EXCEL_FORMATTING_HIERARCHY_AND_VISIBILITY_MODEL.md","BAAD3AD37BD60158DDD403B583AA782377EC55CB2853205B3B7420A42363ECCA"
"reference/conformance/excel-worksheet-engine/model/EXCEL_CELL_CONCRETE_MODEL.md","1C24CF9E5020617A7917204DDF597055FB5FC9CA10F416023539C02B91F42719"
"reference/conformance/excel-worksheet-engine/model/EXCEL_CELL_CONCRETE_MODEL_OPEN_QUESTIONS.md","C066B98C05831AB5393ADEBA534C84FFC18E13C5EC0CCBD3D93BB3FD3F48394A"
"reference/conformance/excel-worksheet-engine/CONFORMANCE_REQUIREMENTS.csv","416536BB1CA1708C54410C0B2B68AAD245FA82F04D1519A340EAC0B39E663D47"
"reference/runs/20260305-ms-formatting-formal-pass-01/outputs/FORMATTING_FORMAL_FINDINGS.md","0D8CA62E5BC456DD13B49EDD61BE204368B16A08BD8912DD939E1E399BE509BF"
"reference/runs/20260305-ms-formatting-formal-pass-01/outputs/FORMATTING_HIERARCHY_FINDINGS.md","EA301D4CBA04DC1E699484C93012292E86D36664E0D5E40A3862C7E5A9CA1D1E"
"reference/empirical/findings/EMP-0004-cf-spill-target-color-counter-signal.md","D385D2194FB491754E835901765A73BF85179EAE651DBFFD3751ABD77B5345B4"
